"mutant_ID","pool","firma","7dpiAlfL_KSUMA","7dpiAlfL_KValor M","7dpiAlfL_Kt-test","7dpiAlfL_HSUMA","7dpiAlfL_HValor M","7dpiAlfL_Ht-test","position","region","contig","Locus_tag","Gene","Protein"
"2011mTn5STM.4.09.B05",9.00,305.00,259.00,0.01,0.93,399.50,0.17,8.69241882957227e-03,864057.00,"AE006469_848","pSymA","SMa1558","SMa1558","Sensor histidine kinase"
"2011mTn5STM.4.09.B06",9.00,306.00,47.00,-0.22,0.24,40.00,0.15,0.65,,"","","","",""
"2011mTn5STM.4.09.B07",9.00,307.00,293.25,-0.46,3.90897436990189e-04,367.50,-0.12,0.29,401475.00,"SME591688_378","chromosome","SMc01150","SMc01150","hypothetical protein"
"2011mTn5STM.4.09.B08",9.00,308.00,254.50,-0.02,0.89,201.25,0.04,0.54,154403.00,"SME591688_136","chromosome","SMc04121","upp","uracil phosphoribosyltransferase"
"2011mTn5STM.4.09.B09",9.00,309.00,285.50,0.03,0.83,272.75,-0.23,0.08,560044.00,"]--Intergenic--[","pSymB","SM_b20536","SM_b20536","hypothetical protein"
"2011mTn5STM.4.09.B10",9.00,310.00,100.50,-0.92,1.35179047758753e-03,163.50,-1.02,0.01,2142504.00,"SME591688_2018","chromosome","SMc04333","SMc04333","hypothetical protein"
"2011mTn5STM.4.09.B11",9.00,311.00,246.75,0.08,0.67,259.00,0.55,0.02,,"","","","",""
"2011mTn5STM.4.09.B12",9.00,312.00,115.25,-0.44,0.21,70.00,-0.98,7.35512656007218e-03,568655.00,"]--Intergenic--[","chromosome","SMc02144","pstC","phosphate ABC transporter permease"
"2011mTn5STM.4.09.C01",9.00,313.00,586.00,-0.22,0.03,679.75,-0.18,0.03,235204.00,"RME591985_220","pSymB","SM_b20230","smc22-r","smc22-r protein"
"2011mTn5STM.4.09.C02",9.00,314.00,255.50,-0.22,0.17,278.25,-0.32,0.02,852969.00,"SME591688_791","chromosome","SMc00831","SMc00831","transcriptional regulator"
"2011mTn5STM.4.09.C03",9.00,315.00,318.75,0.33,0.25,227.25,-0.12,0.16,1277434.00,"SME591688_1193","chromosome","SMc00606","SMc00606","ribonuclease"
"2011mTn5STM.4.09.C04",9.00,316.00,314.00,-0.03,0.43,339.75,-0.27,0.24,1219698.00,"RME591985_1110","pSymB","SM_b20986","narB","nitrate reductase, large subunit protein"
"2011mTn5STM.4.09.C05",9.00,317.00,377.25,0.43,0.03,285.25,0.43,0.14,1205493.00,"AE006469_1161","pSymA","SMa2131","SMa2131","hypothetical protein"
"2011mTn5STM.4.09.C06",9.00,318.00,261.00,-0.13,0.19,122.00,-0.15,0.65,688889.00,"RME591985_633","pSymB","SM_b21055","SM_b21055","hypothetical protein"
"2011mTn5STM.4.09.C07",9.00,319.00,302.75,0.55,0.04,162.50,0.74,4.96177927178948e-03,1983544.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.C08",9.00,466.00,144.25,-1.89,8.34125240644494e-04,227.25,-1.96,5.55739635036024e-04,52980.00,"SME591688_44","chromosome","SMc02562","pckA","phosphoenolpyruvate carboxykinase"
"2011mTn5STM.4.09.C09",9.00,321.00,325.75,-0.12,0.35,449.25,-0.06,0.12,1470626.00,"RME591985_1376","pSymB","SM_b20669","SM_b20669","hydroxypyruvate isomerase"
"2011mTn5STM.4.09.C10",9.00,419.00,396.50,-0.26,0.04,237.25,-0.36,0.10,884241.00,"RME591985_804","pSymB","SM_b21301","SM_b21301","ly membrane-anchored aldehyde dehydrogenase"
"2011mTn5STM.4.09.C11",9.00,323.00,109.00,0.09,0.72,220.25,-0.21,0.30,12563.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.C12",9.00,324.00,644.50,-0.39,5.07203813626975e-03,719.25,-0.26,6.40112634880041e-03,3303213.00,"SME591688_3100","chromosome","SMc02492","SMc02492","hypothetical protein"
"2011mTn5STM.4.09.D01",9.00,429.00,476.25,-0.03,0.68,538.75,0.26,9.39885063767234e-03,806441.00,"RME591985_743","pSymB","SM_b21240","SM_b21240","MPA1 family protein"
"2011mTn5STM.4.09.D02",9.00,326.00,235.00,-0.68,0.02,192.75,-0.56,0.05,1801661.00,"]--Intergenic--[","chromosome","SMc00234","ppiD","peptidyl-prolyl cis-trans isomerase"
"2011mTn5STM.4.09.D03",9.00,327.00,353.75,-0.14,0.21,100.25,-0.59,0.08,453426.00,"SME591688_425","chromosome","SMc01103","rbsK","ribokinase"
"2011mTn5STM.4.09.D04",9.00,328.00,224.75,-0.07,0.53,215.75,-0.57,0.04,110024.00,"AE006469_106","pSymA","SMa0199","SMa0199","ABC transporter ATP-binding protein"
"2011mTn5STM.4.09.D05",9.00,329.00,289.50,-0.30,0.01,306.50,0.02,0.91,931114.00,"AE006469_911","pSymA","SMa1664","SMa1664","HlyD-family protein"
"2011mTn5STM.4.09.D06",9.00,442.00,267.50,-0.08,0.41,213.75,0.40,0.06,550654.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.D07",9.00,331.00,206.50,0.11,0.38,320.75,0.03,0.81,2059628.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.D08",9.00,332.00,317.25,0.01,0.89,332.25,0.11,0.51,235548.00,"RME591985_220","pSymB","SM_b20230","smc22-r","smc22-r protein"
"2011mTn5STM.4.09.D09",9.00,333.00,331.50,0.25,0.05,182.25,-0.01,0.89,1314798.00,"RME591985_1199","pSymB","SM_b20904","SM_b20904","sugar uptake ABC transporter ATP-binding protein"
"2011mTn5STM.4.09.D10",9.00,431.00,145.75,-0.08,0.11,289.75,-0.20,0.15,65143.00,"AE006469_61","pSymA","SMa0118","SMa0118","hypothetical protein"
"2011mTn5STM.4.09.D11",9.00,335.00,333.25,-0.26,0.20,416.00,-0.20,0.35,3538958.00,"SME591688_3315","chromosome","SMc03873","rpoH2","RNA polymerase factor sigma-32"
"2011mTn5STM.4.09.D12",9.00,336.00,321.00,-0.41,0.03,621.50,-0.13,0.05,128456.00,"SME591688_113","chromosome","SMc04144","ilvD3","dihydroxy-acid dehydratase"
"2011mTn5STM.4.09.E01",9.00,337.00,423.75,0.22,0.10,262.00,-0.05,0.66,493960.00,"RME591985_460","pSymB","SM_b20479","SM_b20479","dipeptide ABC transporter ATP-binding protein"
"2011mTn5STM.4.09.E02",9.00,453.00,355.25,-0.28,0.05,341.75,-0.40,3.37406507092097e-04,1073366.00,"SME591688_998","chromosome","SMc00110","gcd","glucose dehydrogenase"
"2011mTn5STM.4.09.E03",9.00,339.00,79.75,0.06,0.61,129.25,-0.04,0.83,1593894.00,"SME591688_1506","chromosome","SMc02117","metC","cystathionine beta-lyase"
"2011mTn5STM.4.09.E04",9.00,340.00,209.00,-0.36,0.01,196.75,-0.51,8.2955115835109e-03,1640276.00,"]--Intergenic--[","pSymB","SM_b20620","SM_b20620","sugar uptake ABC transporter substrate-binding protein precursor"
"2011mTn5STM.4.09.E05",9.00,418.00,344.50,-0.17,0.05,369.25,-0.14,0.43,252885.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.E06",9.00,342.00,255.75,-0.09,0.01,197.00,-0.62,5.43373486114829e-03,225673.00,"AE006469_221","pSymA","SMa0414","SMa0414","hypothetical protein"
"2011mTn5STM.4.09.E07",9.00,343.00,327.00,-0.17,0.06,279.00,-0.12,0.38,889857.00,"]--Intergenic--[","chromosome","SMc00893","SMc00893","hypothetical protein"
"2011mTn5STM.4.09.E08",9.00,478.00,388.00,-0.12,0.37,123.25,-0.22,0.03,1386328.00,"]--Intergenic--[","pSymB","SM_b21460","SM_b21460","sugar uptake ABC transporter ATP-binding protein"
"2011mTn5STM.4.09.E09",9.00,345.00,147.50,0.13,0.11,191.75,-0.16,0.19,862133.00,"SME591688_799","chromosome","SMc00921","SMc00921","signal peptide protein"
"2011mTn5STM.4.09.E10",9.00,346.00,298.75,-0.20,0.26,310.25,-0.45,0.09,1676242.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.E11",9.00,347.00,156.75,-0.83,2.11990507573607e-03,140.50,-1.03,1.93627297076554e-03,231654.00,"SME591688_205","chromosome","SMc02875","SMc02875","hypothetical protein"
"2011mTn5STM.4.09.E12",9.00,348.00,466.00,0.14,0.23,584.75,-0.21,0.02,249074.00,"SME591688_223","chromosome","SMc02892","SMc02892","transporter"
"2011mTn5STM.4.09.F01",9.00,441.00,517.75,-0.05,0.35,505.25,-0.19,0.45,321430.00,"RME591985_303","pSymB","SM_b20318","SM_b20318","sugar ABC transporter permease"
"2011mTn5STM.4.09.F02",9.00,465.00,334.50,-0.42,0.12,243.50,-0.38,0.12,3038173.00,"SME591688_2867","chromosome","SMc04035","SMc04035","peptide ABC transporter permease"
"2011mTn5STM.4.09.F03",9.00,351.00,443.25,-3.48,1.57727117455865e-04,424.25,-3.13,4.32742232080109e-05,3461969.00,"SME591688_3238","chromosome","SMc03797","metA","homoserine O-succinyltransferase"
"2011mTn5STM.4.09.F04",9.00,352.00,405.25,-0.08,0.03,336.00,-0.21,0.10,1195624.00,"AE006469_1153","pSymA","SMa2115","gst13","Gst13 glutathione S-transferase"
"2011mTn5STM.4.09.F05",9.00,430.00,62.00,-5.44,1.84539448532441e-03,21.00,-4.02,0.01,3046315.00,"SME591688_2874","chromosome","SMc04042","SMc04042","monophosphatase"
"2011mTn5STM.4.09.F06",9.00,354.00,393.25,0.47,8.53134825872377e-03,277.25,0.15,0.20,588696.00,"AE006469_582","pSymA","SMa1077","nex18","Nex18 symbiotically induced protein"
"2011mTn5STM.4.09.F07",9.00,454.00,307.25,-0.06,0.58,402.50,-0.50,0.08,53673.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.F08",9.00,356.00,320.75,0.03,0.67,303.75,-0.16,0.36,372900.00,"RME591985_347","pSymB","SM_b20362","SM_b20362","inositol monophosphatase"
"2011mTn5STM.4.09.F09",9.00,395.00,316.25,0.17,0.04,336.75,-0.12,0.07,1406340.00,"RME591985_1313","pSymB","SM_b21485","SM_b21485","hypothetical protein"
"2011mTn5STM.4.09.F10",9.00,358.00,273.25,-0.14,0.27,123.00,0.10,0.25,1034366.00,"RME591985_947","pSymB","SM_b21370","SM_b21370","cytochrome c oxidase subunit I"
"2011mTn5STM.4.09.F11",9.00,479.00,213.25,-0.18,0.01,324.00,2.48236887992651e-03,0.96,315890.00,"AE006469_310","pSymA","SMa0592","SMa0592","hypothetical protein"
"2011mTn5STM.4.09.F12",9.00,360.00,268.00,-0.25,0.13,345.00,0.23,0.06,367415.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.G01",9.00,361.00,490.50,0.08,0.43,341.75,0.07,0.62,2389933.00,"SME591688_2253","chromosome","SMc01594","SMc01594","hypothetical protein"
"2011mTn5STM.4.09.G02",9.00,362.00,362.25,-0.37,0.08,402.00,-0.12,0.05,3020080.00,"SME591688_2855","chromosome","SMc04022","SMc04022","hypothetical protein"
"2011mTn5STM.4.09.G03",9.00,363.00,244.50,-0.25,0.06,316.25,-0.42,0.04,614739.00,"SME591688_564","chromosome","SMc02249","SMc02249","sensory transduction histidine kinase transmembrane protein"
"2011mTn5STM.4.09.G04",9.00,364.00,324.00,0.05,0.39,181.00,0.07,0.44,1285366.00,"]--Intergenic--[","chromosome","SMc00612","SMc00612","hypothetical protein"
"2011mTn5STM.4.09.G05",9.00,365.00,347.50,0.43,0.03,429.25,0.30,0.03,963477.00,"]--Intergenic--[","pSymB","SM_b21210","SM_b21210","two-component response regulator protein"
"2011mTn5STM.4.09.G06",9.00,366.00,204.25,0.25,0.23,322.50,-0.02,0.86,525989.00,"AE006469_509","pSymA","SMa0941","SMa0941","hypothetical protein"
"2011mTn5STM.4.09.G07",9.00,367.00,217.50,-0.54,0.06,297.50,-0.24,0.03,1270340.00,"AE006469_1228","pSymA","SMa2279","SMa2279","hypothetical protein"
"2011mTn5STM.4.09.G09",9.00,369.00,83.75,-0.23,0.07,296.75,-0.06,0.70,2184699.00,"SME591688_2064","chromosome","SMc04197","SMc04197","hypothetical protein"
"2011mTn5STM.4.09.G10",9.00,370.00,245.50,0.20,0.26,219.00,-2.70226054562339e-03,0.98,509965.00,"RME591985_473","pSymB","SM_b20492","SM_b20492","short-chain oxidoreductase"
"2011mTn5STM.4.09.G11",9.00,371.00,78.00,-0.35,7.7734442816771e-03,168.25,0.02,0.77,697409.00,"AE006469_694","pSymA","SMa1273","norB","NorB nitric oxide reductase, large subunit"
"2011mTn5STM.4.09.G12",9.00,372.00,468.75,-0.07,0.50,178.25,-0.03,0.83,2882463.00,"SME591688_2723","chromosome","SMc00697","SMc00697","hypothetical protein"
"2011mTn5STM.4.09.H01",9.00,373.00,1.75,0.33,0.59,5.50,-0.67,0.09,2325364.00,"SME591688_2201","chromosome","SMc01881","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"2011mTn5STM.4.09.H02",9.00,477.00,503.75,-0.15,0.11,550.75,0.01,0.86,1157847.00,"AE006469_1119","pSymA","SMa2047","SMa2047","TRm24 transposase"
"2011mTn5STM.4.09.H03",9.00,375.00,363.00,-0.08,0.57,416.00,0.09,0.37,1222743.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.H04",9.00,376.00,519.75,-0.16,0.06,517.00,-0.20,0.03,758518.00,"SME591688_708","chromosome","SMc03061","aglE","alpha-glucoside ABC transporter periplasmic-binding protein"
"2011mTn5STM.4.09.H05",9.00,377.00,440.75,0.03,0.77,343.75,-0.11,0.25,1248524.00,"AE006469_1203","pSymA","SMa2229","SMa2229","hypothetical protein"
"2011mTn5STM.4.09.H06",9.00,378.00,262.50,-0.05,0.51,421.00,-0.21,0.40,1077689.00,"AE006469_1043","pSymA","SMa1896","msrA3","methionine sulfoxide reductase A"
"2011mTn5STM.4.09.H07",9.00,379.00,366.25,-0.57,0.01,451.25,-0.48,0.01,475304.00,"SME591688_446","chromosome","SMc01727","SMc01727","hypothetical protein"
"2011mTn5STM.4.09.H09",9.00,381.00,412.25,-0.06,0.67,372.50,-0.75,0.01,962522.00,"SME591688_890","chromosome","SMc00977","SMc00977","acyl-CoA dehydrogenase"
"2011mTn5STM.4.09.H10",9.00,382.00,393.75,0.03,0.67,566.00,0.04,0.72,857592.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.H11",9.00,383.00,503.00,-0.25,0.07,760.50,-0.37,0.02,3529630.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.4.09.H12",9.00,396.00,307.25,-0.08,0.65,666.75,0.07,0.49,1068040.00,"SME591688_991","chromosome","SMc00107","SMc00107","transcriptional regulator"
"2011mTn5STM.4.10.A01",10.00,289.00,616.50,0.31,0.13,428.00,0.11,0.51,2914359.00,"SME591688_2754","chromosome","SMc00666","SMc00666","hypothetical protein"
"2011mTn5STM.4.10.A02",10.00,317.00,194.00,-0.18,0.62,140.00,0.24,0.46,684293.00,"AE006469_681","pSymA","SMa1250","nirK","NirK nitrite reductase"
"2011mTn5STM.4.10.A03",10.00,291.00,251.75,0.09,0.33,323.50,-0.05,0.81,817003.00,"AE006469_807","pSymA","SMa1483","SMa1483","dehydrogenase"
"2011mTn5STM.4.10.A04",10.00,406.00,328.50,-0.13,0.35,522.00,0.41,0.20,826462.00,"AE006469_815","pSymA","SMa1497","gst12","Gst12 glutathione-S-transferase"
"2011mTn5STM.4.10.A05",10.00,293.00,366.50,0.10,0.61,389.00,-0.05,0.70,3179938.00,"SME591688_2995","chromosome","SMc03148","SMc03148","hypothetical protein"
"2011mTn5STM.4.10.A06",10.00,294.00,310.75,-0.42,0.23,410.75,0.08,0.80,112745.00,"AE006469_108","pSymA","SMa0204","SMa0204","sensor histidine kinase"
"2011mTn5STM.4.10.A07",10.00,295.00,145.25,-0.65,0.08,298.00,-1.11,3.09869321307093e-03,1587209.00,"]--Intergenic--[","chromosome","SMc02123","SMc02123","hypothetical protein"
"2011mTn5STM.4.10.A08",10.00,296.00,305.25,-0.91,0.11,482.00,-0.30,0.23,590946.00,"SME591688_544","chromosome","SMc02228","fadA","acetyl-CoA acetyltransferase"
"2011mTn5STM.4.10.A09",10.00,297.00,419.25,-0.31,0.22,229.25,0.54,0.28,1499836.00,"RME591985_1405","pSymB","SM_b20698","SM_b20698","transporter"
"2011mTn5STM.4.10.A10",10.00,407.00,342.00,-1.00,0.01,429.75,-0.38,0.27,101657.00,"RME591985_93","pSymB","SM_b20094","SM_b20094","phospholipase"
"2011mTn5STM.4.10.A11",10.00,299.00,298.75,-0.16,0.55,320.50,-0.13,0.64,956720.00,"AE006469_931","pSymA","SMa1696","SMa1696","Sensor histidine kinase"
"2011mTn5STM.4.10.A12",10.00,300.00,433.25,-0.14,0.05,594.25,0.17,0.40,494135.00,"AE006469_485","pSymA","SMa0886","SMa0886","hypothetical protein"
"2011mTn5STM.4.10.B01",10.00,452.00,569.00,0.08,0.81,454.75,-0.28,0.26,621670.00,"AE006469_617","pSymA","SMa1141","SMa1141","FNR/CRP family transcriptional regulator"
"2011mTn5STM.4.10.B02",10.00,290.00,8.50,-3.68,0.01,8.00,-1.33,0.02,208170.00,"SME591688_186","chromosome","SMc02856","SMc02856","penicillin-binding protein"
"2011mTn5STM.4.10.B03",10.00,394.00,323.75,0.28,0.12,290.75,0.33,0.02,1465911.00,"RME591985_1371","pSymB","SM_b20664","SM_b20664","GntR family transcriptional regulator"
"2011mTn5STM.4.10.B04",10.00,304.00,162.00,0.09,0.74,207.00,0.18,0.68,2060031.00,"SME591688_1942","chromosome","SMc04233","SMc04233","hypothetical protein"
"2011mTn5STM.4.10.B05",10.00,305.00,151.75,-0.24,0.62,244.00,-0.26,0.09,,"","","","",""
"2011mTn5STM.4.10.B06",10.00,306.00,163.75,-2.95,2.1408861397425e-04,161.25,-3.33,2.40238391237021e-04,,"","","","",""
"2011mTn5STM.4.10.B07",10.00,307.00,0.50,0.32,0.78,3.25,0.47,0.02,3578388.00,"SME591688_3345","chromosome","SMc04382","ndvB","beta-(1,2)-glucan production associated transmembrane protein"
"2011mTn5STM.4.10.B08",10.00,308.00,374.25,0.54,0.29,337.00,0.20,0.65,986707.00,"AE006469_960","pSymA","SMa1742","SMa1742","Fe3+-siderophore ABC transporter permease"
"2011mTn5STM.4.10.B09",10.00,309.00,287.25,-0.11,0.54,251.75,0.13,0.69,564920.00,"SME591688_517","chromosome","SMc02148","SMc02148","hypothetical protein"
"2011mTn5STM.4.10.B10",10.00,310.00,99.25,-0.23,0.58,198.75,0.37,0.44,850000.00,"RME591985_779","pSymB","","",""
"2011mTn5STM.4.10.B11",10.00,311.00,245.25,0.41,0.20,279.00,0.75,0.15,817594.00,"]--Intergenic--[","chromosome","SMc00797","SMc00797","oxidoreductase"
"2011mTn5STM.4.10.B12",10.00,312.00,344.75,0.10,0.33,235.25,-0.27,0.37,73047.00,"AE006469_71","pSymA","SMa0136","SMa0136","hypothetical protein"
"2011mTn5STM.4.10.C01",10.00,313.00,556.00,0.21,0.43,688.25,-0.06,0.71,1225245.00,"AE006469_1181","pSymA","SMa2175","SMa2175","Integrase/recombinase"
"2011mTn5STM.4.10.C02",10.00,314.00,58.00,0.58,0.43,55.25,-0.82,1.97367104785444e-03,2839994.00,"SME591688_2677","chromosome","SMc00742","SMc00742","hypothetical protein"
"2011mTn5STM.4.10.C03",10.00,315.00,379.75,0.42,0.18,278.75,0.66,0.29,21790.00,"RME591985_17","pSymB","SM_b20015","SM_b20015","sugar ABC transporter permease"
"2011mTn5STM.4.10.C04",10.00,316.00,211.25,0.04,0.85,264.50,-0.45,0.06,457019.00,"RME591985_426","pSymB","SM_b20445","SM_b20445","alcohol dehydrogenase"
"2011mTn5STM.4.10.C05",10.00,317.00,194.00,-0.18,0.62,140.00,0.24,0.46,1045799.00,"AE006469_1015","pSymA","SMa1844","SMa1844","aldehyde"
"2011mTn5STM.4.10.C06",10.00,318.00,169.75,-0.02,0.90,99.50,-0.18,0.69,1891182.00,"]--Intergenic--[","chromosome","SMc00539","SMc00539","hypothetical protein"
"2011mTn5STM.4.10.C07",10.00,319.00,221.25,-0.07,0.67,142.50,-0.15,0.66,249990.00,"AE006469_242","pSymA","SMa0464","cyaI2","guanylate cyclase"
"2011mTn5STM.4.10.C08",10.00,466.00,141.00,0.61,0.37,224.75,0.21,0.45,914254.00,"RME591985_832","pSymB","SM_b21167","SM_b21167","reverse transcriptasematurase"
"2011mTn5STM.4.10.C09",10.00,321.00,228.00,-0.70,0.17,295.25,0.13,0.68,88733.00,"RME591985_78","pSymB","SM_b20079","SM_b20079","hemolysin-adenlyate cyclase"
"2011mTn5STM.4.10.C10",10.00,419.00,332.50,0.04,0.61,221.25,-0.69,0.08,3281449.00,"]--Intergenic--[","chromosome","SMc02512","SMc02512","permease transmembrane protein"
"2011mTn5STM.4.10.C11",10.00,323.00,147.25,0.21,0.43,303.75,0.40,0.26,1290301.00,"SME591688_1205","chromosome","SMc00618","ppk","polyphosphate kinase"
"2011mTn5STM.4.10.C12",10.00,324.00,295.00,-0.87,9.48373950961784e-03,369.50,-0.36,0.25,273583.00,"SME591688_247","chromosome","SMc00321","truB","tRNA pseudouridine synthase B"
"2011mTn5STM.4.10.D01",10.00,429.00,252.25,0.56,0.35,336.75,0.55,0.14,1867832.00,"SME591688_1763","chromosome","SMc00295","SMc00295","hypothetical protein"
"2011mTn5STM.4.10.D02",10.00,326.00,241.75,-0.32,0.21,253.50,0.21,0.11,205113.00,"]--Intergenic--[","pSymB","SM_b20196","cbbX","CbbX protein"
"2011mTn5STM.4.10.D03",10.00,327.00,279.75,-2.46,1.01599535154602e-03,96.00,-2.33,7.92201476535732e-03,704734.00,"]--Intergenic--[","chromosome","SMc03007","cheA","chemotaxis protein (sensory transduction histidine kinase)"
"2011mTn5STM.4.10.D04",10.00,328.00,178.75,0.16,0.06,178.00,-0.52,0.10,,"","","","",""
"2011mTn5STM.4.10.D05",10.00,329.00,200.50,6.42622094817435e-03,0.97,223.75,0.33,0.05,2471924.00,"SME591688_2320","chromosome","SMc01668","SMc01668","transcriptional regulator"
"2011mTn5STM.4.10.D06",10.00,442.00,263.50,-1.10,0.03,238.75,0.17,0.49,1045770.00,"AE006469_1015","pSymA","SMa1844","SMa1844","aldehyde"
"2011mTn5STM.4.10.D07",10.00,331.00,404.75,-0.43,0.04,638.25,-0.30,0.13,3423091.00,"SME591688_3203","chromosome","SMc03761","SMc03761","hypothetical protein"
"2011mTn5STM.4.10.D08",10.00,332.00,189.75,0.18,0.34,238.75,-0.16,0.74,2300877.00,"SME591688_2180","chromosome","SMc01457","SMc01457","transport transmembrane protein"
"2011mTn5STM.4.10.D09",10.00,333.00,274.75,0.19,0.15,155.25,-0.32,0.38,1000979.00,"RME591985_909","pSymB","SM_b21334","SM_b21334","hypothetical protein"
"2011mTn5STM.4.10.D10",10.00,431.00,240.00,0.80,0.11,385.25,0.69,0.04,883282.00,"SME591688_819","chromosome","SMc00900","SMc00900","hypothetical protein"
"2011mTn5STM.4.10.D11",10.00,335.00,209.75,0.09,0.71,248.50,-0.52,0.08,547144.00,"RME591985_501","pSymB","SM_b20521","SM_b20521","hypothetical protein"
"2011mTn5STM.4.10.D12",10.00,336.00,339.00,-0.52,0.08,572.25,0.03,0.91,3159256.00,"SME591688_2976","chromosome","SMc03195","ung","uracil-DNA glycosylase"
"2011mTn5STM.4.10.E01",10.00,337.00,591.50,-0.19,0.64,365.00,-0.33,0.30,589054.00,"AE006469_582","pSymA","SMa1077","nex18","Nex18 symbiotically induced protein"
"2011mTn5STM.4.10.E02",10.00,453.00,420.50,0.06,0.72,390.00,-0.11,0.86,,"","","","",""
"2011mTn5STM.4.10.E03",10.00,339.00,85.75,-0.19,0.61,144.50,-0.40,0.48,320405.00,"AE006469_314","pSymA","SMa0601","SMa0601","hypothetical protein"
"2011mTn5STM.4.10.E04",10.00,340.00,180.50,0.41,0.16,175.50,0.01,0.97,1292464.00,"RME591985_1179","pSymB","SM_b20886","SM_b20886","hypothetical protein"
"2011mTn5STM.4.10.E05",10.00,418.00,304.25,-0.13,0.57,321.00,0.27,0.44,3597570.00,"SME591688_3357","chromosome","SMc04393","SMc04393","ABC transporter ATP-binding protein"
"2011mTn5STM.4.10.E06",10.00,342.00,189.25,-0.05,0.69,163.50,-0.07,0.84,3070407.00,"SME591688_2895","chromosome","SMc03923","glgC","glucose-1-phosphate adenylyltransferase"
"2011mTn5STM.4.10.E07",10.00,343.00,226.75,0.17,0.57,219.25,0.21,0.28,1202111.00,"RME591985_1095","pSymB","SM_b20971","SM_b20971","sugar uptake ABC transporter substrate-binding protein precursor"
"2011mTn5STM.4.10.E08",10.00,478.00,225.00,0.05,0.74,94.25,0.08,0.86,436214.00,"RME591985_407","pSymB","SM_b20422","SM_b20422","oxidoreductase"
"2011mTn5STM.4.10.E09",10.00,345.00,118.25,-0.37,0.35,144.75,-0.39,0.10,91309.00,"AE006469_88","pSymA","SMa0166","SMa0166","hypothetical protein"
"2011mTn5STM.4.10.E10",10.00,346.00,298.75,0.12,0.55,359.75,-0.01,0.93,1115944.00,"AE006469_1075","pSymA","SMa1961","SMa1961","polyhydroxybutyrate depolymerase"
"2011mTn5STM.4.10.E11",10.00,347.00,309.00,0.13,0.70,249.75,0.14,0.77,541640.00,"AE006469_524","pSymA","SMa0969","SMa0969","Response regulator"
